customer_id,gender,senior_citizen,tenure_months,contract_type,monthly_charges,total_charges,payment_method,avg_monthly_usage,usage_trend,support_tickets_last_3m,churn,high_value_customer,tenure_bucket_Mid,tenure_bucket_Long,support_intensity_Medium,support_intensity_High
CUST_4748,0,0,21,0,67.49,1417.29,1,569.0,1,1,0,0,True,False,False,False
CUST_4749,1,0,17,0,73.05,1241.85,0,234.7,2,2,0,0,True,False,True,False
CUST_4750,1,1,46,1,66.19,3044.74,3,233.7,1,2,0,0,False,True,True,False
CUST_4751,1,0,15,1,55.16,827.4,3,50.0,2,2,0,0,True,False,True,False
CUST_4752,1,0,33,2,27.11,894.63,3,375.9,2,0,0,0,True,False,False,False
CUST_4753,1,0,20,1,82.99,1659.8,1,50.0,0,1,0,0,True,False,False,False
CUST_4754,0,0,2,0,57.91,115.82,3,265.8,0,0,0,0,False,False,False,False
CUST_4755,0,0,7,0,75.37,527.59,3,224.8,2,0,0,0,False,False,False,False
CUST_4756,0,0,7,1,86.95,608.65,1,156.1,0,1,1,0,False,False,False,False
CUST_4757,0,0,9,0,92.59,833.31,0,306.4,2,2,1,1,False,False,True,False
CUST_4758,0,1,14,1,52.8,739.2,2,476.7,0,0,0,0,True,False,False,False
CUST_4759,0,0,39,1,45.58,1777.62,3,373.0,1,0,0,0,False,True,False,False
CUST_4760,0,0,16,1,84.72,1355.52,0,223.7,0,0,0,0,True,False,False,False
CUST_4761,1,1,10,0,86.53,865.3,1,499.0,2,0,0,0,False,False,False,False
CUST_4762,1,0,35,1,55.91,1956.85,1,226.7,0,1,0,0,True,False,False,False
CUST_4763,0,1,35,0,94.87,3320.45,3,409.4,0,2,1,1,True,False,True,False
CUST_4764,0,1,1,1,69.05,69.05,3,126.2,0,1,1,0,False,False,False,False
CUST_4765,1,1,17,1,51.42,874.14,0,276.8,2,2,0,0,True,False,True,False
CUST_4766,1,0,43,0,45.42,1953.06,3,181.1,2,3,0,0,False,True,True,False
CUST_4767,1,0,15,0,82.21,1233.15,0,507.7,2,1,0,0,True,False,False,False
CUST_4768,1,0,7,1,76.01,532.07,1,230.8,0,3,0,0,False,False,True,False
CUST_4769,0,1,33,0,79.49,2623.17,0,197.9,2,0,0,0,True,False,False,False
CUST_4770,1,0,6,0,42.35,254.1,1,346.5,0,2,0,0,False,False,True,False
CUST_4771,0,0,20,2,20.0,400.0,3,275.0,1,0,0,0,True,False,False,False
CUST_4772,0,0,15,1,85.27,1279.05,2,514.7,2,2,0,0,True,False,True,False
CUST_4773,0,0,3,1,100.02,300.06,0,330.9,2,3,1,1,False,False,True,False
CUST_4774,1,0,38,0,29.52,1121.76,2,306.5,1,2,1,0,False,True,True,False
CUST_4775,1,0,24,2,59.48,1427.52,0,372.0,1,2,0,0,True,False,True,False
CUST_4776,0,0,47,1,135.98,6391.06,0,277.8,2,1,0,1,False,True,False,False
CUST_4777,0,0,17,0,84.08,1429.36,2,323.8,1,2,1,0,True,False,True,False
CUST_4778,0,1,7,1,102.69,718.83,2,216.2,0,2,1,1,False,False,True,False
CUST_4779,1,0,4,0,110.74,442.96,3,237.8,0,0,1,1,False,False,False,False
CUST_4780,0,0,35,0,57.89,2026.15,2,208.6,1,0,0,0,True,False,False,False
CUST_4781,1,0,7,0,128.53,899.71,2,339.0,0,0,0,1,False,False,False,False
CUST_4782,0,0,72,0,26.55,1911.6,3,233.5,2,0,0,0,False,True,False,False
CUST_4783,0,0,60,1,82.72,4963.2,2,378.0,2,0,0,0,False,True,False,False
CUST_4784,0,1,19,0,78.63,1493.97,2,213.4,2,2,0,0,True,False,True,False
CUST_4785,1,0,14,1,42.42,593.88,3,203.3,0,1,0,0,True,False,False,False
CUST_4786,1,0,9,0,51.45,463.05,2,323.9,0,1,1,0,False,False,False,False
CUST_4787,0,0,10,0,54.67,546.7,0,313.9,2,1,0,0,False,False,False,False
CUST_4788,1,0,72,0,33.87,2438.64,0,385.7,0,1,0,0,False,True,False,False
CUST_4789,0,0,12,0,34.67,416.04,2,181.8,2,0,0,0,False,False,False,False
CUST_4790,1,0,25,0,61.97,1549.25,2,146.2,2,0,1,0,True,False,False,False
CUST_4791,1,0,27,0,57.87,1562.49,2,421.6,1,3,0,0,True,False,True,False
CUST_4792,1,0,36,1,53.59,1929.24,1,164.6,1,0,0,0,True,False,False,False
CUST_4793,0,0,24,1,90.8,2179.2,2,383.0,2,1,0,1,True,False,False,False
CUST_4794,1,0,17,1,51.23,870.91,0,64.8,2,2,0,0,True,False,True,False
CUST_4795,1,0,8,1,76.7,613.6,2,356.8,1,2,0,0,False,False,True,False
CUST_4796,0,0,26,2,69.97,1819.22,1,298.9,2,2,0,0,True,False,True,False
CUST_4797,0,1,22,0,62.11,1366.42,3,340.5,1,1,0,0,True,False,False,False
CUST_4798,0,0,12,2,35.8,429.6,1,376.7,0,1,0,0,False,False,False,False
CUST_4799,0,0,25,0,65.73,1643.25,1,394.7,2,0,0,0,True,False,False,False
CUST_4800,1,1,16,1,53.96,863.36,0,346.5,2,0,0,0,True,False,False,False
CUST_4801,1,0,22,1,94.04,2068.88,2,383.5,2,0,1,1,True,False,False,False
CUST_4802,1,0,30,1,85.96,2578.8,0,412.3,0,0,0,0,True,False,False,False
CUST_4803,1,0,20,2,55.3,1106.0,1,427.4,0,0,0,0,True,False,False,False
CUST_4804,1,0,32,0,47.67,1525.44,1,351.9,0,2,1,0,True,False,True,False
CUST_4805,0,0,20,0,47.65,953.0,2,205.3,2,0,0,0,True,False,False,False
CUST_4806,1,0,36,0,63.84,2298.24,3,274.9,1,1,0,0,True,False,False,False
CUST_4807,1,0,14,0,96.22,1347.08,0,290.1,2,1,1,1,True,False,False,False
CUST_4808,1,0,7,1,99.51,696.57,3,232.0,0,0,1,1,False,False,False,False
CUST_4809,0,1,22,0,20.0,440.0,1,185.4,2,1,0,0,True,False,False,False
CUST_4810,0,0,54,2,107.96,5829.84,3,392.5,0,2,0,1,False,True,True,False
CUST_4811,1,0,34,1,67.05,2279.7,0,330.0,1,0,0,0,True,False,False,False
CUST_4812,0,0,54,0,35.62,1923.48,1,233.1,1,1,1,0,False,True,False,False
CUST_4813,0,0,12,0,68.72,824.64,1,303.8,2,1,0,0,False,False,False,False
CUST_4814,0,0,17,0,49.33,838.61,3,330.1,2,1,0,0,True,False,False,False
CUST_4815,0,1,7,2,111.31,779.17,2,184.6,2,3,1,1,False,False,True,False
CUST_4816,0,0,5,1,55.51,277.55,2,220.2,2,0,0,0,False,False,False,False
CUST_4817,0,0,49,0,46.09,2258.41,0,268.6,0,1,0,0,False,True,False,False
CUST_4818,0,0,46,0,122.48,5634.08,2,284.5,2,0,0,1,False,True,False,False
CUST_4819,1,0,28,0,79.99,2239.72,1,140.5,1,4,0,0,True,False,False,True
CUST_4820,1,0,12,0,57.25,687.0,1,374.6,2,2,1,0,False,False,True,False
CUST_4821,0,0,31,1,116.32,3605.92,3,303.1,2,0,0,1,True,False,False,False
CUST_4822,1,0,43,1,102.72,4416.96,1,275.2,0,0,1,1,False,True,False,False
CUST_4823,1,0,59,0,54.63,3223.17,1,228.5,0,0,0,0,False,True,False,False
CUST_4824,0,0,4,2,49.87,199.48,0,198.7,1,0,1,0,False,False,False,False
CUST_4825,1,0,14,0,72.47,1014.58,2,301.6,1,0,0,0,True,False,False,False
CUST_4826,0,0,13,0,65.95,857.35,2,315.8,2,1,0,0,True,False,False,False
CUST_4827,0,0,16,1,52.21,835.36,2,497.0,2,2,0,0,True,False,True,False
CUST_4828,0,0,27,0,69.5,1876.5,0,505.9,1,0,0,0,True,False,False,False
CUST_4829,1,0,2,0,113.7,227.4,2,246.6,2,1,0,1,False,False,False,False
CUST_4830,1,0,12,1,96.16,1153.92,3,204.1,1,1,0,1,False,False,False,False
CUST_4831,1,0,13,0,79.71,1036.23,2,173.4,2,2,1,0,True,False,True,False
CUST_4832,1,1,20,0,61.48,1229.6,1,308.8,0,1,0,0,True,False,False,False
CUST_4833,0,0,22,1,66.82,1470.04,0,175.2,2,1,0,0,True,False,False,False
CUST_4834,0,1,15,0,87.1,1306.5,3,162.1,2,2,0,0,True,False,True,False
CUST_4835,1,0,67,0,85.09,5701.03,0,226.6,0,1,0,0,False,True,False,False
CUST_4836,0,0,17,0,71.63,1217.71,3,239.0,1,2,0,0,True,False,True,False
CUST_4837,0,1,27,0,97.14,2622.78,3,226.0,2,1,0,1,True,False,False,False
CUST_4838,1,0,30,0,40.88,1226.4,1,138.2,1,0,0,0,True,False,False,False
CUST_4839,0,0,8,2,94.61,756.88,2,290.9,1,0,1,1,False,False,False,False
CUST_4840,1,0,9,2,85.52,769.68,2,289.1,2,0,0,0,False,False,False,False
CUST_4841,0,1,31,0,34.33,1064.23,3,433.8,1,1,0,0,True,False,False,False
CUST_4842,1,1,46,2,53.58,2464.68,3,175.8,2,1,0,0,False,True,False,False
CUST_4843,0,0,58,0,107.45,6232.1,2,352.7,1,0,0,1,False,True,False,False
CUST_4844,0,0,8,0,83.15,665.2,0,478.5,2,0,1,0,False,False,False,False
CUST_4845,1,0,38,1,67.11,2550.18,3,154.3,2,1,0,0,False,True,False,False
CUST_4846,1,0,18,1,78.22,1407.96,3,191.0,1,1,0,0,True,False,False,False
CUST_4847,1,0,46,0,70.31,3234.26,0,174.2,0,2,0,0,False,True,True,False
CUST_4848,1,0,24,0,79.01,1896.24,0,344.7,2,1,0,0,True,False,False,False
CUST_4849,0,0,28,0,93.4,2615.2,2,340.8,2,0,0,1,True,False,False,False
CUST_4850,0,0,51,0,115.27,5878.77,2,395.3,2,0,1,1,False,True,False,False
CUST_4851,1,0,55,0,45.6,2508.0,0,307.9,1,0,0,0,False,True,False,False
CUST_4852,0,1,21,1,99.12,2081.52,0,480.1,2,3,0,1,True,False,True,False
CUST_4853,1,0,3,0,60.72,182.16,1,354.2,2,0,1,0,False,False,False,False
CUST_4854,1,0,10,0,39.29,392.9,1,425.9,0,1,1,0,False,False,False,False
CUST_4855,0,1,72,0,102.73,7396.56,2,315.5,0,0,1,1,False,True,False,False
CUST_4856,0,0,30,2,52.73,1581.9,3,261.4,1,3,0,0,True,False,True,False
CUST_4857,1,0,8,0,94.95,759.6,0,282.3,1,1,1,1,False,False,False,False
CUST_4858,1,0,11,0,96.97,1066.67,2,437.2,1,1,1,1,False,False,False,False
CUST_4859,1,0,41,0,118.58,4861.78,1,379.4,1,2,1,1,False,True,True,False
CUST_4860,0,0,66,1,100.88,6658.08,3,373.3,2,2,1,1,False,True,True,False
CUST_4861,0,0,19,0,102.58,1949.02,1,399.2,1,3,1,1,True,False,True,False
CUST_4862,0,0,46,0,99.49,4576.54,1,326.4,2,3,0,1,False,True,True,False
CUST_4863,0,1,37,0,75.64,2798.68,1,581.6,1,1,1,0,False,True,False,False
CUST_4864,1,0,25,0,103.88,2597.0,3,277.6,0,0,0,1,True,False,False,False
CUST_4865,1,0,32,0,63.44,2030.08,1,310.9,2,0,1,0,True,False,False,False
CUST_4866,1,0,24,0,54.41,1305.84,2,255.1,0,2,0,0,True,False,True,False
CUST_4867,1,0,47,0,84.87,3988.89,3,349.9,0,0,0,0,False,True,False,False
CUST_4868,1,0,34,1,100.98,3433.32,0,124.1,2,1,0,1,True,False,False,False
CUST_4869,1,1,4,0,65.72,262.88,0,50.0,1,1,0,0,False,False,False,False
CUST_4870,0,0,16,1,60.13,962.08,0,235.3,1,2,0,0,True,False,True,False
CUST_4871,0,0,8,0,34.1,272.8,0,358.4,2,2,1,0,False,False,True,False
CUST_4872,1,0,21,2,49.44,1038.24,1,402.7,2,1,0,0,True,False,False,False
CUST_4873,1,0,16,2,52.59,841.44,1,174.0,2,2,0,0,True,False,True,False
CUST_4874,0,0,11,1,100.65,1107.15,0,133.4,2,3,1,1,False,False,True,False
CUST_4875,0,0,6,2,59.88,359.28,3,227.7,1,2,1,0,False,False,True,False
CUST_4876,0,0,2,0,82.03,164.06,1,226.0,2,1,1,0,False,False,False,False
CUST_4877,0,0,46,1,32.48,1494.08,1,321.7,1,0,0,0,False,True,False,False
CUST_4878,1,0,46,0,102.51,4715.46,3,312.5,0,0,1,1,False,True,False,False
CUST_4879,1,0,6,1,75.89,455.34,3,446.7,1,0,1,0,False,False,False,False
CUST_4880,1,0,24,0,36.2,868.8,2,258.6,2,0,0,0,True,False,False,False
CUST_4881,1,0,3,0,57.04,171.12,3,167.0,2,0,0,0,False,False,False,False
CUST_4882,1,0,9,2,50.62,455.58,0,330.5,2,1,1,0,False,False,False,False
CUST_4883,0,0,15,0,75.79,1136.85,0,203.4,1,3,0,0,True,False,True,False
CUST_4884,1,1,10,1,61.07,610.7,3,205.0,0,1,1,0,False,False,False,False
CUST_4885,0,0,29,1,62.55,1813.95,2,469.8,2,0,0,0,True,False,False,False
CUST_4886,1,0,1,0,49.07,49.07,2,393.1,2,3,0,0,False,False,True,False
CUST_4887,1,1,9,0,39.3,353.7,0,257.4,1,0,1,0,False,False,False,False
CUST_4888,1,0,36,0,90.52,3258.72,0,482.2,0,3,1,1,True,False,True,False
CUST_4889,1,0,3,2,94.92,284.76,3,383.0,1,2,0,1,False,False,True,False
CUST_4890,1,0,10,2,53.35,533.5,1,338.8,1,2,0,0,False,False,True,False
CUST_4891,0,0,39,1,82.47,3216.33,2,232.2,2,0,0,0,False,True,False,False
CUST_4892,0,0,71,2,47.67,3384.57,0,94.2,0,0,1,0,False,True,False,False
CUST_4893,0,0,46,0,89.63,4122.98,3,214.5,1,1,0,0,False,True,False,False
CUST_4894,1,0,14,0,66.62,932.68,3,250.9,1,0,0,0,True,False,False,False
CUST_4895,1,0,70,0,51.51,3605.7,3,180.3,0,0,0,0,False,True,False,False
CUST_4896,0,0,36,1,44.45,1600.2,2,312.4,0,1,0,0,True,False,False,False
CUST_4897,1,0,6,0,97.28,583.68,1,96.2,0,0,1,1,False,False,False,False
CUST_4898,1,0,3,1,35.23,105.69,3,433.0,2,0,1,0,False,False,False,False
CUST_4899,0,0,34,1,68.04,2313.36,3,254.3,2,1,0,0,True,False,False,False
CUST_4900,1,0,17,0,22.02,374.34,1,373.9,2,1,1,0,True,False,False,False
CUST_4901,0,0,6,0,45.9,275.4,3,372.7,2,0,1,0,False,False,False,False
CUST_4902,1,0,16,0,38.22,611.52,0,176.6,0,1,0,0,True,False,False,False
CUST_4903,0,0,41,1,20.0,820.0,2,125.9,2,1,0,0,False,True,False,False
CUST_4904,1,0,11,0,56.62,622.82,1,236.0,1,0,1,0,False,False,False,False
CUST_4905,1,1,10,0,61.67,616.7,1,337.5,2,0,1,0,False,False,False,False
CUST_4906,0,0,16,1,40.7,651.2,2,313.7,0,0,0,0,True,False,False,False
CUST_4907,1,0,18,0,54.74,985.32,3,416.6,2,3,0,0,True,False,True,False
CUST_4908,1,0,14,0,64.18,898.52,2,339.2,2,2,1,0,True,False,True,False
CUST_4909,0,0,30,1,22.64,679.2,0,346.6,2,1,0,0,True,False,False,False
CUST_4910,1,0,32,1,70.8,2265.6,1,219.1,1,1,0,0,True,False,False,False
CUST_4911,0,0,17,1,85.08,1446.36,3,274.5,2,1,0,0,True,False,False,False
CUST_4912,1,1,10,0,77.35,773.5,3,277.2,0,4,1,0,False,False,False,True
CUST_4913,1,0,12,0,77.85,934.2,2,361.8,2,2,0,0,False,False,True,False
CUST_4914,1,0,49,1,66.16,3241.84,1,375.3,0,1,0,0,False,True,False,False
CUST_4915,1,0,70,0,78.72,5510.4,2,276.8,0,3,1,0,False,True,True,False
CUST_4916,0,1,5,2,96.69,483.45,1,280.0,2,2,1,1,False,False,True,False
CUST_4917,1,0,6,0,132.85,797.1,2,335.1,0,0,0,1,False,False,False,False
CUST_4918,0,0,12,0,44.14,529.68,3,493.3,0,3,1,0,False,False,True,False
CUST_4919,1,0,50,0,49.26,2463.0,2,126.1,2,0,1,0,False,True,False,False
CUST_4920,1,0,14,2,45.73,640.22,1,207.6,2,2,0,0,True,False,True,False
CUST_4921,1,0,30,1,101.86,3055.8,0,211.7,1,1,1,1,True,False,False,False
CUST_4922,1,1,16,0,108.87,1741.92,2,168.4,2,0,1,1,True,False,False,False
CUST_4923,0,0,12,1,89.03,1068.36,0,220.4,2,0,0,0,False,False,False,False
CUST_4924,0,0,15,0,36.78,551.7,3,337.7,0,0,0,0,True,False,False,False
CUST_4925,0,0,6,0,62.47,374.82,2,394.6,1,3,1,0,False,False,True,False
CUST_4926,0,0,32,0,78.72,2519.04,0,323.0,0,1,0,0,True,False,False,False
CUST_4927,1,0,10,0,78.54,785.4,2,321.0,1,1,1,0,False,False,False,False
CUST_4928,0,1,11,0,118.42,1302.62,2,208.1,0,2,1,1,False,False,True,False
CUST_4929,0,0,9,0,96.55,868.95,3,50.0,2,1,1,1,False,False,False,False
CUST_4930,1,1,55,0,95.34,5243.7,1,337.5,2,2,0,1,False,True,True,False
CUST_4931,1,0,13,0,59.47,773.11,1,433.4,2,2,0,0,True,False,True,False
CUST_4932,1,0,22,0,80.39,1768.58,2,395.8,1,0,0,0,True,False,False,False
CUST_4933,1,0,1,2,28.91,28.91,3,290.6,0,2,0,0,False,False,True,False
CUST_4934,0,0,1,1,72.08,72.08,2,307.7,2,3,0,0,False,False,True,False
CUST_4935,0,0,6,2,74.44,446.64,3,440.4,0,2,1,0,False,False,True,False
CUST_4936,1,0,39,0,38.7,1509.3,1,230.4,2,2,0,0,False,True,True,False
CUST_4937,1,0,21,0,62.52,1312.92,3,254.7,1,1,0,0,True,False,False,False
CUST_4938,1,0,59,1,106.71,6295.89,2,120.0,2,1,0,1,False,True,False,False
CUST_4939,0,1,43,1,69.05,2969.15,0,346.5,0,2,0,0,False,True,True,False
CUST_4940,0,0,9,0,85.6,770.4,0,250.0,0,2,1,0,False,False,True,False
CUST_4941,1,1,16,1,129.74,2075.84,2,270.1,2,0,0,1,True,False,False,False
CUST_4942,1,0,48,1,58.63,2814.24,0,368.2,2,1,0,0,False,True,False,False
CUST_4943,0,0,15,1,91.26,1368.9,2,224.8,2,0,1,1,True,False,False,False
CUST_4944,1,0,31,1,65.35,2025.85,2,349.8,2,3,0,0,True,False,True,False
CUST_4945,1,0,5,2,97.66,488.3,1,355.0,2,3,0,1,False,False,True,False
CUST_4946,0,0,24,2,68.91,1653.84,1,263.9,1,2,0,0,True,False,True,False
CUST_4947,1,0,18,0,96.4,1735.2,1,383.9,1,0,0,1,True,False,False,False
CUST_4948,0,0,9,0,104.34,939.06,2,289.7,2,1,1,1,False,False,False,False
CUST_4949,1,0,17,0,64.91,1103.47,3,371.5,0,0,1,0,True,False,False,False
CUST_4950,1,0,24,0,96.35,2312.4,2,238.4,1,0,1,1,True,False,False,False
CUST_4951,0,0,38,0,27.05,1027.9,1,358.5,1,3,0,0,False,True,True,False
CUST_4952,0,0,56,0,73.23,4100.88,1,264.5,0,1,0,0,False,True,False,False
CUST_4953,1,0,35,0,102.72,3595.2,0,333.5,2,1,0,1,True,False,False,False
CUST_4954,0,0,45,1,129.51,5827.95,1,335.3,2,1,0,1,False,True,False,False
CUST_4955,1,0,8,0,38.44,307.52,3,260.1,1,0,1,0,False,False,False,False
CUST_4956,1,0,6,0,41.8,250.8,2,257.2,2,2,0,0,False,False,True,False
CUST_4957,0,0,29,0,56.89,1649.81,3,278.8,0,0,0,0,True,False,False,False
CUST_4958,1,0,5,2,74.11,370.55,2,307.2,1,3,1,0,False,False,True,False
CUST_4959,1,0,15,1,53.79,806.85,0,357.4,1,2,0,0,True,False,True,False
CUST_4960,0,0,34,0,92.32,3138.88,0,323.7,0,1,0,1,True,False,False,False
CUST_4961,0,0,50,2,62.95,3147.5,3,50.0,2,1,0,0,False,True,False,False
CUST_4962,1,0,25,0,52.18,1304.5,0,385.5,2,1,0,0,True,False,False,False
CUST_4963,0,0,7,2,43.93,307.51,2,340.3,0,1,0,0,False,False,False,False
CUST_4964,0,0,19,0,71.38,1356.22,0,417.8,2,1,0,0,True,False,False,False
CUST_4965,0,0,21,0,81.5,1711.5,2,384.9,2,0,0,0,True,False,False,False
CUST_4966,0,0,10,0,92.69,926.9,2,257.7,2,1,1,1,False,False,False,False
CUST_4967,1,0,3,0,60.36,181.08,3,183.3,1,1,0,0,False,False,False,False
CUST_4968,1,0,35,2,81.84,2864.4,2,480.7,2,0,0,0,True,False,False,False
CUST_4969,1,0,16,1,109.39,1750.24,0,428.3,0,2,0,1,True,False,True,False
CUST_4970,0,0,31,0,100.74,3122.94,3,374.6,1,0,0,1,True,False,False,False
CUST_4971,0,0,23,0,59.56,1369.88,2,220.4,1,1,0,0,True,False,False,False
CUST_4972,0,1,16,0,87.01,1392.16,2,169.8,2,0,1,0,True,False,False,False
CUST_4973,0,1,14,0,65.45,916.3,2,256.5,1,1,0,0,True,False,False,False
CUST_4974,0,0,18,2,59.07,1063.26,3,386.0,1,1,0,0,True,False,False,False
CUST_4975,0,0,28,0,46.75,1309.0,2,59.3,1,1,0,0,True,False,False,False
CUST_4976,0,0,1,0,114.34,114.34,3,227.4,2,0,1,1,False,False,False,False
CUST_4977,1,0,28,2,52.39,1466.92,0,567.8,2,2,0,0,True,False,True,False
CUST_4978,1,0,26,0,66.06,1717.56,3,264.4,1,1,0,0,True,False,False,False
CUST_4979,0,1,34,0,22.36,760.24,1,303.7,2,0,1,0,True,False,False,False
CUST_4980,0,0,52,0,97.5,5070.0,1,297.4,1,3,0,1,False,True,True,False
CUST_4981,0,0,10,1,69.17,691.7,2,472.4,2,3,1,0,False,False,True,False
CUST_4982,1,0,4,1,99.7,398.8,2,267.7,1,2,0,1,False,False,True,False
CUST_4983,1,0,22,0,78.83,1734.26,1,120.3,2,2,1,0,True,False,True,False
CUST_4984,0,1,21,1,73.36,1540.56,0,403.1,2,2,0,0,True,False,True,False
CUST_4985,0,1,14,1,91.0,1274.0,3,193.1,1,1,1,1,True,False,False,False
CUST_4986,1,0,27,1,69.72,1882.44,1,150.8,1,1,0,0,True,False,False,False
CUST_4987,1,0,11,2,24.01,264.11,3,452.6,1,0,0,0,False,False,False,False
CUST_4988,1,0,16,0,76.62,1225.92,0,374.3,2,2,1,0,True,False,True,False
CUST_4989,1,0,28,0,97.79,2738.12,0,263.5,0,2,1,1,True,False,True,False
CUST_4990,0,0,14,1,48.42,677.88,1,415.5,0,1,0,0,True,False,False,False
CUST_4991,1,0,21,0,20.0,420.0,2,397.5,2,2,0,0,True,False,True,False
CUST_4992,1,0,15,0,52.03,780.45,0,231.8,0,1,0,0,True,False,False,False
CUST_4993,0,0,7,0,78.22,547.54,0,319.1,0,1,1,0,False,False,False,False
CUST_4994,1,0,34,1,40.56,1379.04,3,289.3,2,1,0,0,True,False,False,False
CUST_4995,1,0,32,0,67.11,2147.52,3,233.5,2,2,0,0,True,False,True,False
CUST_4996,1,1,31,0,80.24,2487.44,1,304.4,0,1,1,0,True,False,False,False
CUST_4997,0,1,17,0,48.07,817.19,1,376.8,2,2,0,0,True,False,True,False
CUST_4998,1,1,36,1,102.29,3682.44,3,206.5,2,1,0,1,True,False,False,False
CUST_4999,0,0,37,0,86.95,3217.15,0,382.3,2,2,0,0,False,True,True,False
CUST_5000,0,0,48,0,44.86,2153.28,2,114.3,0,0,0,0,False,True,False,False
CUST_5001,1,0,17,1,87.4,1485.8,2,322.0,2,2,0,0,True,False,True,False
CUST_5002,1,0,22,1,49.35,1085.7,1,226.4,1,2,0,0,True,False,True,False
CUST_5003,1,0,7,0,57.12,399.84,3,457.8,1,0,1,0,False,False,False,False
CUST_5004,1,0,52,0,71.07,3695.64,0,138.8,2,1,1,0,False,True,False,False
CUST_5005,0,0,15,1,90.61,1359.15,2,276.1,2,2,1,1,True,False,True,False
CUST_5006,1,1,5,2,68.9,344.5,2,216.8,2,1,0,0,False,False,False,False
CUST_5007,1,0,49,0,80.34,3936.66,2,243.2,0,1,1,0,False,True,False,False
CUST_5008,1,0,17,0,105.84,1799.28,0,186.2,2,0,0,1,True,False,False,False
CUST_5009,0,0,66,0,76.53,5050.98,0,317.2,2,3,1,0,False,True,True,False
CUST_5010,1,0,20,1,54.22,1084.4,1,322.7,1,1,0,0,True,False,False,False
CUST_5011,1,1,10,1,87.44,874.4,1,127.1,2,1,0,0,False,False,False,False
CUST_5012,0,0,35,0,56.34,1971.9,3,362.3,2,2,0,0,True,False,True,False
CUST_5013,0,1,16,0,62.81,1004.96,3,141.4,0,1,0,0,True,False,False,False
CUST_5014,1,0,30,2,84.09,2522.7,3,302.9,0,1,0,0,True,False,False,False
CUST_5015,1,0,11,1,84.65,931.15,3,476.2,1,1,0,0,False,False,False,False
CUST_5016,1,0,28,2,65.47,1833.16,3,214.0,1,5,0,0,True,False,False,True
CUST_5017,1,0,14,2,62.18,870.52,1,270.1,2,2,0,0,True,False,True,False
CUST_5018,1,0,33,0,115.68,3817.44,0,221.1,0,2,1,1,True,False,True,False
CUST_5019,0,0,18,0,20.0,360.0,2,232.9,1,2,0,0,True,False,True,False
CUST_5020,0,0,22,1,79.12,1740.64,0,331.0,0,0,0,0,True,False,False,False
CUST_5021,1,0,16,0,70.43,1126.88,1,461.3,2,4,0,0,True,False,False,True
CUST_5022,1,0,18,0,59.45,1070.1,2,296.5,2,1,0,0,True,False,False,False
CUST_5023,0,1,33,0,77.21,2547.93,2,419.3,0,1,1,0,True,False,False,False
CUST_5024,1,0,7,2,45.62,319.34,0,227.4,2,1,0,0,False,False,False,False
CUST_5025,1,0,24,0,37.44,898.56,2,410.8,0,1,1,0,True,False,False,False
CUST_5026,1,0,72,0,96.03,6914.16,1,466.3,2,2,1,1,False,True,True,False
CUST_5027,1,1,44,1,53.17,2339.48,2,421.8,0,0,0,0,False,True,False,False
CUST_5028,1,1,17,2,66.94,1137.98,0,373.0,2,1,0,0,True,False,False,False
CUST_5029,0,0,21,2,20.0,420.0,0,363.2,0,3,0,0,True,False,True,False
CUST_5030,1,0,13,1,26.64,346.32,3,224.1,2,1,0,0,True,False,False,False
CUST_5031,1,0,30,0,76.32,2289.6,1,152.5,2,1,1,0,True,False,False,False
CUST_5032,1,1,5,0,97.09,485.45,2,366.5,1,1,1,1,False,False,False,False
CUST_5033,0,1,14,2,52.85,739.9,2,221.4,1,0,0,0,True,False,False,False
CUST_5034,0,1,10,0,110.8,1108.0,2,229.3,2,0,1,1,False,False,False,False
CUST_5035,0,0,13,1,102.15,1327.95,0,151.3,1,2,1,1,True,False,True,False
CUST_5036,0,0,23,0,92.13,2118.99,1,242.6,1,2,0,1,True,False,True,False
CUST_5037,1,1,1,0,97.1,97.1,2,408.6,2,2,1,1,False,False,True,False
CUST_5038,0,0,15,1,102.86,1542.9,1,395.6,0,0,0,1,True,False,False,False
CUST_5039,1,0,12,2,57.0,684.0,2,168.1,2,0,0,0,False,False,False,False
CUST_5040,1,0,38,2,58.19,2211.22,3,203.3,2,2,0,0,False,True,True,False
CUST_5041,0,1,8,2,87.41,699.28,3,120.0,1,2,0,0,False,False,True,False
CUST_5042,0,0,23,1,38.91,894.93,3,336.5,1,0,0,0,True,False,False,False
CUST_5043,0,0,17,1,78.31,1331.27,0,318.7,2,3,0,0,True,False,True,False
CUST_5044,0,0,40,2,81.48,3259.2,2,327.3,0,1,0,0,False,True,False,False
CUST_5045,0,0,36,0,87.48,3149.28,0,255.7,0,0,1,0,True,False,False,False
CUST_5046,1,0,58,2,84.34,4891.72,0,365.7,0,2,0,0,False,True,True,False
CUST_5047,0,0,41,0,37.81,1550.21,0,270.9,1,1,0,0,False,True,False,False
CUST_5048,0,0,24,2,27.36,656.64,3,395.7,2,1,0,0,True,False,False,False
CUST_5049,0,0,35,1,71.65,2507.75,1,190.5,2,1,0,0,True,False,False,False
CUST_5050,1,1,16,0,131.14,2098.24,1,387.0,0,2,1,1,True,False,True,False
CUST_5051,0,0,21,0,45.97,965.37,1,343.3,0,1,1,0,True,False,False,False
