customer_id,gender,senior_citizen,tenure_months,contract_type,monthly_charges,total_charges,payment_method,avg_monthly_usage,usage_trend,support_tickets_last_3m,churn,high_value_customer,tenure_bucket_Mid,tenure_bucket_Long,support_intensity_Medium,support_intensity_High,churn_probability,risk_segment,revenue_at_risk
CUST_6176,1,0,39,0,90.03,3511.17,1,323.2,0,2,1,1,False,True,True,False,0.58,Medium,52.22
CUST_6177,0,0,34,0,35.35,1201.9,3,167.1,2,0,0,0,True,False,False,False,0.19,Low,6.72
CUST_6178,1,1,16,0,45.73,731.68,2,152.8,2,0,1,0,True,False,False,False,0.18,Low,8.23
CUST_6179,1,0,33,0,46.49,1534.17,0,357.9,0,0,0,0,True,False,False,False,0.35,Medium,16.27
CUST_6180,1,0,8,0,79.58,636.64,0,58.4,2,1,0,0,False,False,False,False,0.51,Medium,40.59
CUST_6181,0,0,11,0,83.15,914.65,3,295.5,2,1,0,0,False,False,False,False,0.5,Medium,41.58
CUST_6182,1,1,38,0,47.94,1821.72,0,288.5,2,3,0,0,False,True,True,False,0.25,Low,11.98
CUST_6183,1,0,1,0,80.71,80.71,0,498.1,2,0,1,0,False,False,False,False,0.48,Medium,38.74
CUST_6184,0,0,17,2,53.79,914.43,1,354.8,0,1,1,0,True,False,False,False,0.11,Low,5.92
CUST_6185,0,0,25,1,101.4,2535.0,1,273.5,1,1,0,1,True,False,False,False,0.3,Low,30.42
CUST_6186,1,1,13,2,82.78,1076.14,2,396.2,2,1,0,0,True,False,False,False,0.05,Low,4.14
CUST_6187,1,0,45,2,88.37,3976.65,1,320.2,0,1,0,0,False,True,False,False,0.1,Low,8.84
CUST_6188,0,0,54,0,109.72,5924.88,2,192.5,0,1,1,1,False,True,False,False,0.55,Medium,60.35
CUST_6189,0,0,27,1,87.31,2357.37,1,331.1,0,2,1,0,True,False,True,False,0.19,Low,16.59
CUST_6190,0,0,6,1,55.76,334.56,2,317.2,2,1,0,0,False,False,False,False,0.32,Medium,17.84
CUST_6191,0,0,33,0,73.09,2411.97,0,310.2,2,3,1,0,True,False,True,False,0.24,Low,17.54
CUST_6192,0,0,69,2,37.22,2568.18,0,346.7,2,2,0,0,False,True,True,False,0.06,Low,2.23
CUST_6193,0,0,20,0,42.41,848.2,1,408.4,2,2,0,0,True,False,True,False,0.22,Low,9.33
CUST_6194,0,0,17,0,84.9,1443.3,0,338.3,2,2,0,0,True,False,True,False,0.21,Low,17.83
CUST_6195,1,0,8,1,111.84,894.72,2,173.8,1,3,0,1,False,False,True,False,0.66,High,73.81
CUST_6196,0,0,24,1,96.83,2323.92,3,150.1,0,1,1,1,True,False,False,False,0.38,Medium,36.8
CUST_6197,0,0,18,1,78.54,1413.72,3,263.5,2,3,0,0,True,False,True,False,0.11,Low,8.64
CUST_6198,1,0,1,0,32.41,32.41,0,256.5,0,2,1,0,False,False,True,False,0.7,High,22.69
CUST_6199,0,0,32,0,73.38,2348.16,0,337.1,2,1,0,0,True,False,False,False,0.21,Low,15.41
CUST_6200,0,1,5,0,44.85,224.25,1,434.1,2,2,1,0,False,False,True,False,0.51,Medium,22.87
CUST_6201,1,0,72,2,79.74,5741.28,1,457.9,1,2,0,0,False,True,True,False,0.07,Low,5.58
CUST_6202,0,0,21,2,36.89,774.69,2,236.6,2,3,0,0,True,False,True,False,0.06,Low,2.21
CUST_6203,1,0,16,1,74.08,1185.28,2,124.1,2,0,0,0,True,False,False,False,0.09,Low,6.67
CUST_6204,1,0,21,0,57.07,1198.47,3,306.8,0,0,0,0,True,False,False,False,0.33,Medium,18.83
CUST_6205,1,1,20,0,72.13,1442.6,2,410.7,2,2,0,0,True,False,True,False,0.2,Low,14.43
CUST_6206,1,1,14,0,56.74,794.36,0,257.2,2,1,1,0,True,False,False,False,0.21,Low,11.92
CUST_6207,0,0,3,0,30.87,92.61,0,306.3,0,1,1,0,False,False,False,False,0.7,High,21.61
CUST_6208,1,0,46,0,95.6,4397.6,1,283.9,2,0,0,1,False,True,False,False,0.35,Medium,33.46
CUST_6209,1,0,20,1,62.59,1251.8,0,459.0,0,1,0,0,True,False,False,False,0.21,Low,13.14
CUST_6210,0,0,40,0,59.18,2367.2,2,530.9,2,0,1,0,False,True,False,False,0.19,Low,11.24
CUST_6211,1,0,4,1,66.52,266.08,2,367.0,2,1,0,0,False,False,False,False,0.32,Medium,21.29
CUST_6212,1,0,10,0,53.59,535.9,1,369.3,2,3,0,0,False,False,True,False,0.56,Medium,30.01
CUST_6213,1,0,13,0,53.54,696.02,2,160.9,2,3,0,0,True,False,True,False,0.23,Low,12.31
CUST_6214,1,0,6,1,105.94,635.64,1,258.1,1,1,1,1,False,False,False,False,0.64,High,67.8
CUST_6215,0,0,32,0,72.06,2305.92,0,388.6,2,0,0,0,True,False,False,False,0.19,Low,13.69
CUST_6216,1,0,16,1,59.07,945.12,1,340.7,2,2,0,0,True,False,True,False,0.11,Low,6.5
CUST_6217,0,0,24,1,28.49,683.76,2,351.3,2,1,0,0,True,False,False,False,0.11,Low,3.13
CUST_6218,0,0,11,2,57.2,629.2,2,129.2,2,1,0,0,False,False,False,False,0.17,Low,9.72
CUST_6219,1,0,41,0,45.73,1874.93,3,87.3,2,0,0,0,False,True,False,False,0.19,Low,8.69
CUST_6220,1,0,34,0,59.48,2022.32,1,495.6,0,1,0,0,True,False,False,False,0.38,Medium,22.6
CUST_6221,1,0,31,0,107.98,3347.38,2,285.1,2,2,1,1,True,False,True,False,0.38,Medium,41.03
CUST_6222,1,0,21,2,105.81,2222.01,3,133.2,1,0,0,1,True,False,False,False,0.13,Low,13.76
CUST_6223,0,0,46,1,63.48,2920.08,0,287.8,0,1,0,0,False,True,False,False,0.21,Low,13.33
CUST_6224,0,1,35,0,52.81,1848.35,0,156.6,2,0,0,0,True,False,False,False,0.19,Low,10.03
CUST_6225,0,0,18,0,84.45,1520.1,0,184.9,0,1,1,0,True,False,False,False,0.36,Medium,30.4
CUST_6226,1,0,12,0,97.97,1175.64,0,225.6,2,0,1,1,False,False,False,False,0.7,High,68.58
CUST_6227,0,0,16,0,63.21,1011.36,0,156.5,0,0,1,0,True,False,False,False,0.33,Medium,20.86
CUST_6228,1,1,27,1,120.52,3254.04,1,50.0,2,3,1,1,True,False,True,False,0.24,Low,28.92
CUST_6229,1,0,4,0,56.49,225.96,0,376.0,2,1,1,0,False,False,False,False,0.52,Medium,29.37
CUST_6230,1,0,9,0,61.06,549.54,2,241.5,2,0,1,0,False,False,False,False,0.47,Medium,28.7
CUST_6231,1,0,46,0,66.06,3038.76,2,395.1,0,0,0,0,False,True,False,False,0.33,Medium,21.8
CUST_6232,1,0,39,0,61.57,2401.23,0,303.7,1,3,1,0,False,True,True,False,0.32,Medium,19.7
CUST_6233,0,0,16,0,41.26,660.16,0,117.9,0,1,0,0,True,False,False,False,0.37,Medium,15.27
CUST_6234,0,0,72,0,89.32,6431.04,3,297.1,1,1,1,0,False,True,False,False,0.25,Low,22.33
CUST_6235,1,0,33,1,62.84,2073.72,1,441.4,1,1,0,0,True,False,False,False,0.15,Low,9.43
CUST_6236,0,0,21,1,123.84,2600.64,2,290.0,2,0,0,1,True,False,False,False,0.19,Low,23.53
CUST_6237,1,0,39,0,89.32,3483.48,2,227.6,2,4,0,0,False,True,False,True,0.29,Low,25.9
CUST_6238,1,1,12,0,78.1,937.2,2,155.8,1,1,1,0,False,False,False,False,0.59,Medium,46.08
CUST_6239,1,0,10,2,118.33,1183.3,2,242.2,1,2,0,1,False,False,True,False,0.43,Medium,50.88
CUST_6240,0,0,18,0,87.96,1583.28,0,183.7,1,3,1,0,True,False,True,False,0.3,Low,26.39
CUST_6241,1,0,20,0,87.1,1742.0,0,252.3,2,2,1,0,True,False,True,False,0.2,Low,17.42
CUST_6242,1,1,10,0,53.32,533.2,1,81.5,1,1,1,0,False,False,False,False,0.6,Medium,31.99
CUST_6243,0,0,50,0,64.03,3201.5,3,178.3,2,0,1,0,False,True,False,False,0.18,Low,11.53
CUST_6244,0,0,14,0,94.91,1328.74,0,359.7,1,0,1,1,True,False,False,False,0.46,Medium,43.66
CUST_6245,0,0,3,0,90.27,270.81,2,314.5,2,1,0,1,False,False,False,False,0.73,High,65.9
CUST_6246,1,0,21,0,54.95,1153.95,3,266.7,0,1,0,0,True,False,False,False,0.36,Medium,19.78
CUST_6247,1,0,16,1,128.41,2054.56,2,173.1,2,0,0,1,True,False,False,False,0.19,Low,24.4
CUST_6248,0,0,36,0,64.89,2336.04,1,464.3,2,2,0,0,True,False,True,False,0.21,Low,13.63
CUST_6249,1,0,12,2,99.29,1191.48,0,517.6,1,2,1,1,False,False,True,False,0.45,Medium,44.68
CUST_6250,0,1,32,2,76.54,2449.28,1,176.0,0,1,0,0,True,False,False,False,0.1,Low,7.65
CUST_6251,0,0,24,1,81.4,1953.6,2,386.2,0,1,0,0,True,False,False,False,0.2,Low,16.28
CUST_6252,1,0,41,1,61.51,2521.91,0,181.5,2,4,0,0,False,True,False,True,0.18,Low,11.07
CUST_6253,1,1,21,0,75.06,1576.26,0,353.4,1,1,1,0,True,False,False,False,0.28,Low,21.02
CUST_6254,0,1,10,1,31.28,312.8,0,58.7,1,1,0,0,False,False,False,False,0.41,Medium,12.82
CUST_6255,0,0,25,2,97.6,2440.0,0,238.3,2,3,0,1,True,False,True,False,0.13,Low,12.69
CUST_6256,0,1,7,0,88.8,621.6,1,319.0,2,1,0,0,False,False,False,False,0.5,Medium,44.4
CUST_6257,0,0,2,0,116.58,233.16,0,338.9,2,2,0,1,False,False,True,False,0.73,High,85.1
CUST_6258,1,0,10,0,71.92,719.2,3,198.0,2,0,1,0,False,False,False,False,0.46,Medium,33.08
CUST_6259,0,1,43,1,45.15,1941.45,0,359.1,1,2,0,0,False,True,True,False,0.16,Low,7.22
CUST_6260,0,0,64,0,107.41,6874.24,2,291.5,2,3,0,1,False,True,True,False,0.39,Medium,41.89
CUST_6261,0,0,4,0,63.4,253.6,1,153.2,1,1,1,0,False,False,False,False,0.6,Medium,38.04
CUST_6262,1,0,38,1,20.0,760.0,3,187.0,0,0,0,0,False,True,False,False,0.2,Low,4.0
CUST_6263,1,0,57,0,82.54,4704.78,2,464.4,1,0,0,0,False,True,False,False,0.24,Low,19.81
CUST_6264,0,0,7,1,93.42,653.94,0,318.4,1,1,0,1,False,False,False,False,0.65,High,60.72
CUST_6265,1,0,50,0,100.5,5025.0,2,256.3,2,1,0,1,False,True,False,False,0.37,Medium,37.18
CUST_6266,1,1,6,0,47.46,284.76,1,148.0,1,1,1,0,False,False,False,False,0.61,High,28.95
CUST_6267,1,0,18,0,82.76,1489.68,1,242.7,0,0,1,0,True,False,False,False,0.32,Medium,26.48
CUST_6268,0,0,26,1,84.5,2197.0,0,319.5,0,0,1,0,True,False,False,False,0.17,Low,14.36
CUST_6269,0,1,8,2,85.43,683.44,3,338.7,2,0,0,0,False,False,False,False,0.14,Low,11.96
CUST_6270,1,0,48,0,55.02,2640.96,1,312.5,0,2,1,0,False,True,True,False,0.38,Medium,20.91
CUST_6271,0,0,19,0,78.88,1498.72,1,231.8,0,2,1,0,True,False,True,False,0.35,Medium,27.61
CUST_6272,0,0,35,2,97.97,3428.95,3,109.5,1,0,0,1,True,False,False,False,0.13,Low,12.74
CUST_6273,1,0,8,1,23.01,184.08,0,290.5,0,0,1,0,False,False,False,False,0.48,Medium,11.04
CUST_6274,1,0,67,0,69.65,4666.55,2,296.2,0,1,0,0,False,True,False,False,0.36,Medium,25.07
CUST_6275,0,0,28,1,95.06,2661.68,0,212.3,2,1,0,1,True,False,False,False,0.23,Low,21.86
CUST_6276,1,0,28,2,110.33,3089.24,0,278.7,0,4,0,1,True,False,False,True,0.33,Medium,36.41
CUST_6277,0,0,26,0,108.73,2826.98,2,310.0,0,0,0,1,True,False,False,False,0.53,Medium,57.63
CUST_6278,0,0,28,0,93.62,2621.36,2,332.7,0,2,0,1,True,False,True,False,0.58,Medium,54.3
CUST_6279,1,0,33,0,116.69,3850.77,0,381.7,1,2,0,1,True,False,True,False,0.48,Medium,56.01
CUST_6280,0,0,14,1,94.4,1321.6,3,54.8,1,0,0,1,True,False,False,False,0.26,Low,24.54
CUST_6281,0,0,5,0,20.0,100.0,2,346.0,0,1,1,0,False,False,False,False,0.7,High,14.0
CUST_6282,1,0,5,2,58.76,293.8,1,137.7,2,1,0,0,False,False,False,False,0.17,Low,9.99
CUST_6283,1,1,20,1,105.67,2113.4,0,194.7,2,0,0,1,True,False,False,False,0.2,Low,21.13
CUST_6284,1,0,58,1,57.26,3321.08,1,408.3,0,0,0,0,False,True,False,False,0.19,Low,10.88
CUST_6285,0,1,18,0,102.49,1844.82,1,176.0,1,1,1,1,True,False,False,False,0.49,Medium,50.22
CUST_6286,1,0,44,2,89.35,3931.4,2,387.9,2,1,0,0,False,True,False,False,0.05,Low,4.47
CUST_6287,1,1,18,0,117.08,2107.44,3,240.4,2,3,0,1,True,False,True,False,0.42,Medium,49.17
CUST_6288,1,0,54,0,59.18,3195.72,1,450.3,1,0,0,0,False,True,False,False,0.26,Low,15.39
CUST_6289,1,0,27,2,24.1,650.7,0,162.8,2,1,0,0,True,False,False,False,0.06,Low,1.45
CUST_6290,0,0,24,2,64.71,1553.04,2,291.0,0,0,0,0,True,False,False,False,0.09,Low,5.82
CUST_6291,0,0,41,0,34.41,1410.81,1,50.0,1,1,0,0,False,True,False,False,0.3,Low,10.32
CUST_6292,1,0,27,0,58.46,1578.42,0,309.2,0,2,1,0,True,False,True,False,0.37,Medium,21.63
CUST_6293,0,0,32,0,20.0,640.0,0,133.9,0,3,0,0,True,False,True,False,0.44,Medium,8.8
CUST_6294,1,0,20,2,70.43,1408.6,0,274.4,0,0,0,0,True,False,False,False,0.09,Low,6.34
CUST_6295,1,0,26,2,80.84,2101.84,1,212.1,2,0,0,0,True,False,False,False,0.04,Low,3.23
CUST_6296,0,0,6,0,82.28,493.68,3,480.4,0,1,0,0,False,False,False,False,0.69,High,56.77
CUST_6297,0,0,48,1,94.73,4547.04,1,254.3,0,0,1,1,False,True,False,False,0.34,Medium,32.21
CUST_6298,1,0,49,1,78.05,3824.45,3,467.0,0,2,0,0,False,True,True,False,0.19,Low,14.83
CUST_6299,1,0,15,0,53.83,807.45,3,199.3,2,2,1,0,True,False,True,False,0.2,Low,10.77
CUST_6300,0,0,19,1,101.33,1925.27,2,50.0,2,0,0,1,True,False,False,False,0.19,Low,19.25
CUST_6301,1,0,66,0,87.82,5796.12,2,375.9,1,1,0,0,False,True,False,False,0.26,Low,22.83
CUST_6302,0,0,15,1,68.36,1025.4,3,177.6,1,1,0,0,True,False,False,False,0.14,Low,9.57
CUST_6303,1,0,34,0,67.3,2288.2,1,411.4,2,1,0,0,True,False,False,False,0.21,Low,14.13
CUST_6304,1,0,23,1,54.46,1252.58,3,285.7,2,1,0,0,True,False,False,False,0.11,Low,5.99
CUST_6305,0,0,4,0,102.34,409.36,3,360.0,2,2,1,1,False,False,True,False,0.72,High,73.68
CUST_6306,0,0,28,0,70.95,1986.6,3,389.2,0,1,1,0,True,False,False,False,0.36,Medium,25.54
CUST_6307,0,1,47,0,92.09,4328.23,0,521.8,1,0,0,1,False,True,False,False,0.45,Medium,41.44
CUST_6308,0,0,17,1,20.06,341.02,3,406.4,0,1,1,0,True,False,False,False,0.21,Low,4.21
CUST_6309,0,0,6,0,73.68,442.08,0,319.1,1,1,0,0,False,False,False,False,0.61,High,44.94
CUST_6310,0,0,37,1,77.15,2854.55,3,386.7,2,1,0,0,False,True,False,False,0.1,Low,7.72
CUST_6311,0,0,5,0,40.81,204.05,1,376.0,2,1,0,0,False,False,False,False,0.52,Medium,21.22
CUST_6312,1,0,5,1,51.47,257.35,2,350.2,1,1,1,0,False,False,False,False,0.41,Medium,21.1
CUST_6313,1,0,68,0,88.82,6039.76,2,502.6,0,1,1,0,False,True,False,False,0.34,Medium,30.2
CUST_6314,1,1,42,0,85.15,3576.3,0,277.3,2,1,1,0,False,True,False,False,0.2,Low,17.03
CUST_6315,0,1,21,0,77.49,1627.29,3,315.3,2,2,0,0,True,False,True,False,0.2,Low,15.5
CUST_6316,0,0,29,0,102.56,2974.24,1,242.1,0,2,0,1,True,False,True,False,0.58,Medium,59.48
CUST_6317,0,0,9,1,84.36,759.24,0,576.6,1,3,0,0,False,False,True,False,0.45,Medium,37.96
CUST_6318,1,0,23,1,105.14,2418.22,1,268.8,2,2,0,1,True,False,True,False,0.22,Low,23.13
CUST_6319,0,0,7,0,47.37,331.59,3,335.4,2,2,0,0,False,False,True,False,0.5,Medium,23.68
CUST_6320,0,1,7,1,76.0,532.0,2,204.2,2,0,0,0,False,False,False,False,0.27,Low,20.52
CUST_6321,1,0,38,0,72.45,2753.1,3,258.6,2,0,1,0,False,True,False,False,0.18,Low,13.04
CUST_6322,0,0,14,0,39.69,555.66,3,401.7,0,0,1,0,True,False,False,False,0.33,Medium,13.1
CUST_6323,1,0,12,0,114.4,1372.8,3,287.1,2,4,0,1,False,False,False,True,0.82,High,93.81
CUST_6324,1,0,27,0,58.58,1581.66,2,418.1,2,2,0,0,True,False,True,False,0.21,Low,12.3
CUST_6325,0,1,11,1,79.78,877.58,2,382.3,0,0,1,0,False,False,False,False,0.45,Medium,35.9
CUST_6326,0,0,16,2,57.8,924.8,0,289.5,1,2,0,0,True,False,True,False,0.07,Low,4.05
CUST_6327,0,0,61,0,98.49,6007.89,0,211.2,2,4,1,1,False,True,False,True,0.51,Medium,50.23
CUST_6328,1,0,5,1,63.62,318.1,0,329.9,2,0,0,0,False,False,False,False,0.29,Low,18.45
CUST_6329,1,0,55,2,63.46,3490.3,2,330.0,2,4,0,0,False,True,False,True,0.09,Low,5.71
CUST_6330,1,0,72,0,70.54,5078.88,2,301.6,2,1,0,0,False,True,False,False,0.21,Low,14.81
CUST_6331,0,0,5,0,72.11,360.55,3,330.2,0,1,0,0,False,False,False,False,0.68,High,49.03
CUST_6332,0,0,6,0,56.29,337.74,3,229.8,2,1,1,0,False,False,False,False,0.5,Medium,28.14
CUST_6333,0,1,31,1,50.7,1571.7,1,366.2,0,0,0,0,True,False,False,False,0.19,Low,9.63
CUST_6334,0,0,22,1,56.52,1243.44,1,342.5,2,0,0,0,True,False,False,False,0.09,Low,5.09
CUST_6335,1,0,10,1,66.12,661.2,0,223.6,0,1,0,0,False,False,False,False,0.51,Medium,33.72
CUST_6336,1,0,48,0,76.79,3685.92,3,252.6,2,1,0,0,False,True,False,False,0.2,Low,15.36
CUST_6337,1,0,15,1,59.84,897.6,3,294.5,0,2,0,0,True,False,True,False,0.2,Low,11.97
CUST_6338,1,0,24,0,41.55,997.2,1,253.5,0,3,0,0,True,False,True,False,0.41,Medium,17.04
CUST_6339,0,1,34,2,39.79,1352.86,0,222.4,2,2,0,0,True,False,True,False,0.05,Low,1.99
CUST_6340,0,0,29,0,47.16,1367.64,3,403.9,2,2,0,0,True,False,True,False,0.21,Low,9.9
CUST_6341,0,0,20,0,78.28,1565.6,1,389.2,2,1,0,0,True,False,False,False,0.21,Low,16.44
CUST_6342,1,0,35,2,91.92,3217.2,0,360.7,2,1,1,1,True,False,False,False,0.12,Low,11.03
CUST_6343,1,0,4,2,42.4,169.6,0,182.7,1,3,1,0,False,False,True,False,0.27,Low,11.45
CUST_6344,0,1,42,1,80.63,3386.46,0,485.2,0,0,0,0,False,True,False,False,0.17,Low,13.71
CUST_6345,0,0,15,0,79.26,1188.9,1,331.8,1,2,0,0,True,False,True,False,0.27,Low,21.4
CUST_6346,1,1,32,2,115.88,3708.16,3,287.5,2,0,0,1,True,False,False,False,0.09,Low,10.43
CUST_6347,0,1,19,1,128.09,2433.71,1,383.1,0,2,1,1,True,False,True,False,0.37,Medium,47.39
CUST_6348,1,0,12,1,96.54,1158.48,3,288.4,2,1,0,1,False,False,False,False,0.54,Medium,52.13
CUST_6349,1,0,18,2,87.6,1576.8,3,50.0,1,1,0,0,True,False,False,False,0.07,Low,6.13
CUST_6350,1,1,25,0,83.31,2082.75,3,326.4,2,1,1,0,True,False,False,False,0.2,Low,16.66
CUST_6351,0,0,28,0,51.72,1448.16,2,409.2,0,0,0,0,True,False,False,False,0.34,Medium,17.58
CUST_6352,0,0,25,1,41.39,1034.75,2,338.2,2,0,0,0,True,False,False,False,0.1,Low,4.14
CUST_6353,1,0,11,0,31.04,341.44,2,113.8,2,1,0,0,False,False,False,False,0.52,Medium,16.14
CUST_6354,0,0,8,0,73.94,591.52,0,385.2,2,0,1,0,False,False,False,False,0.48,Medium,35.49
CUST_6355,1,0,9,0,51.21,460.89,3,327.3,1,2,1,0,False,False,True,False,0.6,Medium,30.73
CUST_6356,1,0,16,1,89.85,1437.6,0,334.1,2,1,0,0,True,False,False,False,0.11,Low,9.88
CUST_6357,1,0,32,0,41.89,1340.48,1,147.6,1,2,1,0,True,False,True,False,0.29,Low,12.15
CUST_6358,1,1,33,0,76.33,2518.89,3,244.6,2,1,0,0,True,False,False,False,0.2,Low,15.27
CUST_6359,0,0,12,0,50.91,610.92,2,189.9,2,0,0,0,False,False,False,False,0.47,Medium,23.93
CUST_6360,1,0,20,0,35.53,710.6,1,390.4,2,0,0,0,True,False,False,False,0.2,Low,7.11
CUST_6361,1,0,5,0,49.66,248.3,2,347.2,2,0,1,0,False,False,False,False,0.47,Medium,23.34
CUST_6362,0,0,15,0,53.82,807.3,1,236.9,2,2,0,0,True,False,True,False,0.21,Low,11.3
CUST_6363,1,0,12,2,69.47,833.64,3,225.0,2,0,0,0,False,False,False,False,0.15,Low,10.42
CUST_6364,1,0,10,0,54.89,548.9,3,268.5,2,1,0,0,False,False,False,False,0.51,Medium,27.99
CUST_6365,0,0,22,1,46.84,1030.48,0,328.9,2,2,0,0,True,False,True,False,0.11,Low,5.15
CUST_6366,0,0,63,1,49.96,3147.48,2,388.8,2,1,0,0,False,True,False,False,0.12,Low,6.0
CUST_6367,0,0,21,1,20.0,420.0,2,208.8,0,1,0,0,True,False,False,False,0.22,Low,4.4
CUST_6368,1,1,44,0,60.51,2662.44,3,336.0,2,0,0,0,False,True,False,False,0.18,Low,10.89
CUST_6369,0,0,38,2,70.85,2692.3,0,263.3,0,1,0,0,False,True,False,False,0.1,Low,7.08
CUST_6370,0,1,13,0,59.45,772.85,0,50.0,2,0,0,0,True,False,False,False,0.18,Low,10.7
CUST_6371,1,1,35,0,74.95,2623.25,2,246.7,2,1,0,0,True,False,False,False,0.2,Low,14.99
CUST_6372,1,0,65,0,94.13,6118.45,3,340.2,0,1,1,1,False,True,False,False,0.56,Medium,52.71
CUST_6373,1,0,6,0,96.49,578.94,2,218.4,0,0,1,1,False,False,False,False,0.83,High,80.09
CUST_6374,1,0,38,0,94.44,3588.72,3,334.9,2,1,1,1,False,True,False,False,0.39,Medium,36.83
CUST_6375,1,1,19,0,54.61,1037.59,2,369.8,0,1,0,0,True,False,False,False,0.37,Medium,20.21
CUST_6376,0,0,11,0,46.78,514.58,3,415.4,2,1,0,0,False,False,False,False,0.51,Medium,23.86
CUST_6377,0,0,27,1,55.97,1511.19,0,193.7,0,0,0,0,True,False,False,False,0.18,Low,10.07
CUST_6378,0,0,27,2,85.08,2297.16,0,417.5,1,0,0,0,True,False,False,False,0.06,Low,5.1
CUST_6379,1,0,72,0,77.79,5600.88,2,303.3,0,4,1,0,False,True,False,True,0.48,Medium,37.34
CUST_6380,1,0,12,0,50.95,611.4,0,142.9,2,2,1,0,False,False,True,False,0.52,Medium,26.49
CUST_6381,1,0,21,1,96.93,2035.53,2,275.9,1,0,1,1,True,False,False,False,0.27,Low,26.17
CUST_6382,0,0,21,0,42.28,887.88,0,270.4,0,1,1,0,True,False,False,False,0.38,Medium,16.07
CUST_6383,0,0,11,0,56.94,626.34,2,246.1,0,1,1,0,False,False,False,False,0.69,High,39.29
CUST_6384,1,0,9,2,75.23,677.07,0,176.2,0,0,1,0,False,False,False,False,0.28,Low,21.06
CUST_6385,0,0,14,2,90.84,1271.76,3,323.8,2,1,0,1,True,False,False,False,0.12,Low,10.9
CUST_6386,1,0,18,1,98.96,1781.28,0,293.9,0,0,1,1,True,False,False,False,0.36,Medium,35.63
CUST_6387,0,0,8,0,77.62,620.96,3,244.9,2,2,1,0,False,False,True,False,0.49,Medium,38.03
CUST_6388,0,0,39,0,39.07,1523.73,0,204.4,0,0,0,0,False,True,False,False,0.35,Medium,13.67
CUST_6389,0,1,29,0,96.47,2797.63,0,116.9,2,2,0,1,True,False,True,False,0.39,Medium,37.62
CUST_6390,1,0,6,0,43.96,263.76,3,454.7,0,2,1,0,False,False,True,False,0.69,High,30.33
CUST_6391,0,0,14,0,58.01,812.14,1,273.3,0,1,0,0,True,False,False,False,0.37,Medium,21.46
CUST_6392,0,0,22,0,45.37,998.14,2,379.4,2,2,0,0,True,False,True,False,0.21,Low,9.53
CUST_6393,1,0,34,0,67.73,2302.82,1,411.6,0,3,0,0,True,False,True,False,0.4,Medium,27.09
CUST_6394,0,0,18,0,44.48,800.64,0,403.8,1,0,0,0,True,False,False,False,0.26,Low,11.56
CUST_6395,1,0,32,2,81.81,2617.92,2,367.1,2,0,0,0,True,False,False,False,0.04,Low,3.27
CUST_6396,1,0,26,2,80.38,2089.88,2,322.4,2,2,0,0,True,False,True,False,0.05,Low,4.02
CUST_6397,1,0,35,1,88.84,3109.4,2,129.9,0,1,0,0,True,False,False,False,0.19,Low,16.88
CUST_6398,1,0,10,0,77.13,771.3,2,457.6,2,2,1,0,False,False,True,False,0.51,Medium,39.34
CUST_6399,1,0,30,0,75.59,2267.7,3,185.9,2,1,0,0,True,False,False,False,0.2,Low,15.12
CUST_6400,0,0,19,1,45.49,864.31,1,449.3,0,3,1,0,True,False,True,False,0.24,Low,10.92
CUST_6401,1,0,43,1,53.05,2281.15,1,270.5,1,1,0,0,False,True,False,False,0.16,Low,8.49
CUST_6402,1,0,10,1,67.47,674.7,3,398.7,2,0,0,0,False,False,False,False,0.28,Low,18.89
CUST_6403,1,1,26,0,69.56,1808.56,1,385.3,0,1,0,0,True,False,False,False,0.36,Medium,25.04
CUST_6404,1,0,21,1,61.65,1294.65,0,336.1,2,4,0,0,True,False,False,True,0.18,Low,11.1
CUST_6405,0,0,17,2,83.91,1426.47,2,335.6,1,0,0,0,True,False,False,False,0.06,Low,5.03
CUST_6406,1,0,15,0,127.92,1918.8,0,282.1,0,0,1,1,True,False,False,False,0.55,Medium,70.36
CUST_6407,0,0,15,0,80.12,1201.8,0,304.6,2,2,1,0,True,False,True,False,0.21,Low,16.83
CUST_6408,1,0,60,0,53.24,3194.4,1,303.9,1,2,0,0,False,True,True,False,0.3,Low,15.97
CUST_6409,0,0,17,1,89.54,1522.18,3,316.3,2,0,0,0,True,False,False,False,0.09,Low,8.06
CUST_6410,1,0,57,0,54.41,3101.37,3,286.7,0,0,0,0,False,True,False,False,0.34,Medium,18.5
CUST_6411,1,0,17,2,78.85,1340.45,0,166.9,2,1,0,0,True,False,False,False,0.05,Low,3.94
CUST_6412,0,0,23,0,81.86,1882.78,2,258.2,0,1,1,0,True,False,False,False,0.35,Medium,28.65
CUST_6413,1,0,20,2,75.78,1515.6,0,342.7,2,0,0,0,True,False,False,False,0.04,Low,3.03
CUST_6414,0,0,59,0,55.16,3254.44,2,286.7,0,3,1,0,False,True,True,False,0.41,Medium,22.62
CUST_6415,1,0,36,0,71.87,2587.32,2,301.0,0,0,0,0,True,False,False,False,0.32,Medium,23.0
CUST_6416,0,0,13,2,57.43,746.59,0,239.3,2,1,0,0,True,False,False,False,0.05,Low,2.87
CUST_6417,1,1,5,2,57.32,286.6,0,357.3,0,0,1,0,False,False,False,False,0.28,Low,16.05
CUST_6418,1,0,14,2,28.75,402.5,1,362.4,2,0,0,0,True,False,False,False,0.05,Low,1.44
